crop,location,soil_type,growing_season,ph,temperature,rainfall,humidity,irrigation,fertilizer,previous_yield,area,n_content,p_content,k_content,yield
Wheat,Midwest,Sandy Loam,Kharif,7.93,27.7,1551.0,63.8,662.9,116.6,3.66,18.8,54.2,54.3,110.1,3.02
Wheat,Midwest,Silt Loam,Kharif,7.05,19.2,1150.9,63.5,886.6,208.7,3.55,27.1,166.5,83.3,86.4,3.33
Wheat,Great Plains,Loamy,Kharif,6.34,23.6,597.2,41.0,650.5,238.1,2.89,7.6,170.3,55.9,38.2,3.31
Rice,Great Plains,Alluvial,Autumn,6.22,17.7,886.5,48.9,599.2,205.8,4.26,17.8,168.3,22.8,113.5,4.08
Soybean,Midwest,Alluvial,Summer,7.58,31.7,864.3,89.2,495.8,193.0,2.59,15.3,122.6,84.4,56.5,2.42
Corn,Midwest,Black Soil,Summer,7.91,16.5,811.9,48.3,619.5,211.1,4.84,49.1,76.8,84.7,53.8,4.61
Corn,Pacific Northwest,Alluvial,Spring,6.2,16.6,1614.5,86.3,108.5,181.9,4.58,33.3,82.4,29.0,67.0,4.39
Potato,Central Valley,Alluvial,Summer,6.21,32.1,1587.8,79.2,425.8,128.7,14.15,35.1,172.0,65.3,75.2,12.84
Potato,Southeast,Sandy Loam,Kharif,7.96,17.7,1316.0,55.9,507.0,76.1,13.03,45.8,153.5,71.4,30.7,12.66
Rice,Midwest,Sandy Loam,Kharif,7.6,31.6,1602.4,40.5,110.8,235.6,3.35,8.5,161.8,58.2,35.6,3.45
Soybean,Great Plains,Alluvial,Summer,5.52,18.4,1371.0,50.0,696.9,68.7,1.58,39.5,52.8,81.6,20.4,1.74
Cotton,Pacific Northwest,Clay,Rabi,5.44,22.4,1117.5,63.8,257.8,277.2,1.8,3.4,124.8,28.0,48.8,1.68
Soybean,Delta Region,Loamy,Spring,5.22,19.5,636.7,47.2,533.6,273.7,2.42,10.1,138.0,64.2,27.6,2.25
Wheat,Southeast,Clay,Rabi,7.71,21.9,947.8,72.0,274.6,107.7,2.43,20.3,88.3,31.9,20.7,2.63
Soybean,Southeast,Sandy Loam,Rabi,5.39,22.9,1412.7,71.0,754.2,68.4,1.95,4.2,147.0,65.1,21.2,1.78
Soybean,Pacific Northwest,Loamy,Summer,7.95,23.2,1337.6,73.9,152.7,110.4,2.47,29.8,157.6,46.6,94.2,2.21
Potato,Southeast,Silt Loam,Summer,6.14,36.0,625.9,69.4,134.2,131.2,13.92,38.4,105.1,47.3,112.3,12.15
Cotton,Great Plains,Silt Loam,Spring,5.63,31.0,958.4,41.2,211.5,122.8,1.97,23.2,178.6,59.3,59.9,1.75
Rice,Great Plains,Alluvial,Rabi,8.04,20.3,373.8,63.6,316.7,95.5,3.83,8.4,109.6,26.1,103.0,3.46
Cotton,Delta Region,Sandy Loam,Rabi,7.02,26.0,980.9,82.6,489.9,203.1,2.17,10.3,89.5,22.4,115.3,1.85
Soybean,Great Plains,Black Soil,Summer,6.76,25.9,663.8,64.5,865.5,195.2,1.2,7.9,87.4,36.7,81.8,1.91
Tomato,Central Valley,Black Soil,Rabi,6.22,23.5,1348.3,46.4,552.3,158.9,22.86,27.0,42.5,40.9,44.6,20.37
Corn,Pacific Northwest,Clay,Summer,7.91,25.5,756.8,57.0,735.1,210.6,4.74,32.1,166.3,82.6,98.2,4.35
Tomato,Midwest,Alluvial,Autumn,7.64,21.0,1166.8,84.5,350.8,252.6,20.18,30.9,93.8,25.4,52.2,17.51
Tomato,Great Plains,Silt Loam,Autumn,8.04,30.6,447.0,59.5,254.5,227.1,19.29,45.1,139.7,40.5,97.8,17.74
Potato,Midwest,Clay,Kharif,7.67,25.7,561.9,53.6,356.0,276.6,16.81,17.0,124.7,52.5,102.4,15.93
Soybean,Midwest,Black Soil,Autumn,7.4,30.7,632.7,79.9,326.0,231.9,2.33,6.9,99.2,72.3,21.1,2.23
Corn,Midwest,Clay,Summer,7.15,31.2,464.1,63.2,827.8,84.0,4.58,2.2,127.6,53.9,79.4,4.14
Cotton,Southeast,Loamy,Summer,5.79,28.1,762.9,69.3,358.2,53.9,1.61,23.3,47.3,37.9,67.7,1.65
Wheat,Southeast,Alluvial,Spring,7.09,28.9,923.5,56.3,768.9,57.9,2.95,28.0,79.6,54.6,76.9,2.93
Tomato,Central Valley,Alluvial,Rabi,7.98,18.8,498.3,48.2,671.1,71.1,15.78,25.3,90.4,40.0,28.1,16.38
Corn,Central Valley,Silt Loam,Spring,6.77,28.8,924.2,47.7,758.3,237.3,4.6,27.7,102.8,23.1,111.1,4.81
Corn,Midwest,Clay,Kharif,6.87,17.0,1572.2,51.3,133.9,100.4,4.37,32.6,72.6,25.7,107.0,4.31
Tomato,Southeast,Sandy Loam,Spring,7.21,16.4,1460.0,64.6,635.7,210.3,20.23,38.0,117.0,17.8,79.0,16.67
Wheat,Midwest,Black Soil,Spring,7.31,27.6,883.8,84.9,231.3,98.9,2.88,1.4,115.1,79.1,94.4,2.84
Corn,Southeast,Black Soil,Summer,5.68,20.0,1231.0,56.7,361.6,109.9,3.67,26.0,56.7,35.0,22.9,3.83
Tomato,Pacific Northwest,Alluvial,Autumn,5.81,18.3,911.8,45.3,846.5,97.3,16.71,38.7,146.4,66.5,49.9,17.3
Soybean,Pacific Northwest,Clay,Autumn,6.28,17.1,1257.9,68.3,807.5,108.0,2.29,41.1,111.6,36.7,41.6,2.06
Wheat,Southeast,Clay,Spring,6.37,22.5,1777.1,70.1,232.2,163.1,3.61,47.4,118.5,35.0,118.7,3.21
Cotton,Midwest,Loamy,Autumn,5.2,16.6,422.5,40.6,319.4,50.0,1.91,6.3,102.3,66.0,116.1,1.64
Rice,Central Valley,Sandy Loam,Rabi,8.11,30.8,890.6,54.0,622.9,118.4,3.95,32.6,44.9,23.4,34.2,3.47
Potato,Midwest,Loamy,Kharif,8.0,19.5,513.3,76.2,464.2,253.9,9.2,44.1,137.3,34.1,22.3,11.99
Tomato,Great Plains,Loamy,Rabi,6.39,23.5,403.9,61.6,472.6,90.3,21.84,11.6,41.9,77.8,85.7,20.65
Cotton,Southeast,Alluvial,Summer,5.81,21.3,1323.3,88.2,250.5,208.6,2.06,36.2,153.4,84.7,24.4,1.95
Tomato,Great Plains,Black Soil,Spring,7.35,30.9,765.4,44.4,393.8,238.8,18.24,39.8,116.2,41.1,110.2,18.53
Soybean,Delta Region,Black Soil,Rabi,7.12,24.1,1191.3,58.6,886.8,226.5,2.0,16.7,60.7,62.1,108.9,2.04
Soybean,Delta Region,Silt Loam,Summer,5.46,21.1,549.6,86.2,616.4,153.7,2.4,48.1,115.5,62.6,109.0,2.25
Corn,Delta Region,Alluvial,Rabi,6.82,32.6,581.2,79.9,211.6,237.7,4.5,30.3,68.8,63.5,28.2,4.39
Potato,Central Valley,Black Soil,Autumn,5.51,16.1,1705.0,73.2,231.8,102.2,14.5,3.1,139.4,38.4,31.7,13.81
Soybean,Southeast,Black Soil,Spring,7.66,20.4,859.1,60.4,701.3,74.5,1.72,26.6,129.7,46.8,103.4,1.65
Cotton,Midwest,Alluvial,Kharif,8.11,32.0,1068.0,85.8,655.9,120.5,1.65,44.8,145.8,36.2,40.9,1.56
Soybean,Central Valley,Clay,Kharif,6.09,20.1,1550.1,74.0,153.6,154.1,2.03,1.8,56.7,81.1,86.2,2.02
Rice,Pacific Northwest,Black Soil,Summer,6.32,22.1,1247.9,86.0,608.2,186.5,3.54,17.8,135.1,83.4,70.0,4.06
Corn,Central Valley,Sandy Loam,Spring,6.35,26.8,492.1,74.4,596.2,130.7,4.83,43.2,176.0,49.3,22.7,4.71
Rice,Great Plains,Loamy,Spring,5.48,20.9,1554.4,71.6,175.2,137.4,4.15,13.4,87.2,57.3,66.9,3.57
Corn,Southeast,Black Soil,Spring,6.43,16.2,536.2,83.1,724.7,265.2,5.32,11.6,102.2,50.1,66.3,4.88
Soybean,Delta Region,Silt Loam,Autumn,5.35,27.7,1362.4,64.6,821.8,117.5,2.42,33.0,62.8,35.3,53.1,2.02
Rice,Pacific Northwest,Clay,Kharif,6.66,16.1,1474.8,80.3,824.3,227.7,2.91,10.8,46.1,27.8,54.0,3.32
Soybean,Delta Region,Silt Loam,Rabi,7.63,35.0,518.3,48.2,205.6,275.1,2.32,36.0,124.7,16.7,69.6,2.02
Cotton,Pacific Northwest,Silt Loam,Kharif,7.89,23.4,1138.1,60.9,126.8,150.3,1.57,35.7,138.3,19.7,28.7,1.73
Soybean,Southeast,Silt Loam,Spring,5.93,34.6,549.4,41.2,169.1,93.0,1.81,25.8,67.5,61.2,74.6,2.03
Tomato,Southeast,Silt Loam,Kharif,7.17,27.6,518.0,42.0,262.0,119.1,15.57,48.6,144.5,42.3,57.2,17.1
Tomato,Central Valley,Loamy,Autumn,6.96,16.2,1626.6,46.9,836.6,247.9,17.11,33.6,152.2,28.2,67.5,17.26
Potato,Midwest,Loamy,Rabi,7.1,26.8,1515.6,47.3,201.6,167.3,13.32,20.0,160.6,19.8,71.3,13.51
Rice,Delta Region,Clay,Rabi,6.44,28.5,1709.5,81.4,425.1,223.0,3.82,31.7,46.0,37.4,59.5,3.53
Wheat,Pacific Northwest,Alluvial,Summer,7.02,33.3,1435.5,46.4,591.9,231.8,3.56,20.1,164.4,60.2,95.5,3.07
Wheat,Midwest,Black Soil,Autumn,7.52,24.7,394.8,43.3,167.9,255.1,3.09,15.1,60.4,59.9,57.0,2.91
Potato,Southeast,Silt Loam,Summer,6.81,22.5,796.8,87.4,509.2,138.8,8.93,15.9,162.0,63.2,89.5,12.56
Soybean,Delta Region,Black Soil,Autumn,6.21,29.8,1764.1,66.6,593.1,64.5,3.0,7.7,128.1,80.4,107.5,2.48
Tomato,Delta Region,Clay,Summer,6.17,20.8,627.3,88.6,253.5,127.0,17.95,46.4,134.7,34.5,79.8,16.93
Soybean,Pacific Northwest,Clay,Autumn,5.62,31.4,777.8,74.4,389.2,174.8,2.21,44.6,85.0,70.9,78.2,2.19
Wheat,Central Valley,Alluvial,Summer,5.82,31.8,1554.1,49.2,618.0,164.3,2.63,32.3,74.4,48.9,47.1,2.84
Tomato,Great Plains,Black Soil,Summer,7.02,21.1,1751.4,80.7,887.1,50.8,19.93,8.2,66.4,80.4,112.8,17.69
Potato,Delta Region,Black Soil,Summer,6.46,21.3,1773.3,71.4,491.6,74.9,15.45,26.0,101.2,36.9,34.0,14.33
Rice,Southeast,Loamy,Kharif,6.03,27.0,739.2,79.2,840.6,207.9,4.18,42.5,68.7,77.4,76.7,4.17
Rice,Central Valley,Sandy Loam,Autumn,6.05,20.8,669.6,70.2,701.4,263.4,3.6,36.3,89.5,31.5,22.3,3.47
Tomato,Southeast,Clay,Rabi,7.68,20.1,1243.6,87.7,172.9,220.3,18.28,40.5,177.0,33.9,68.6,18.02
Rice,Midwest,Silt Loam,Rabi,7.03,33.8,1680.6,54.0,102.5,204.4,3.09,12.9,100.9,75.3,105.0,3.23
Potato,Midwest,Clay,Kharif,6.43,24.9,568.1,84.4,780.5,222.7,14.86,42.5,43.2,68.6,40.5,14.94
Soybean,Great Plains,Silt Loam,Autumn,5.26,26.2,912.5,62.1,264.4,83.2,2.26,17.8,50.8,73.6,88.3,2.13
Wheat,Great Plains,Clay,Rabi,6.42,21.0,771.5,51.5,580.3,158.0,3.09,16.4,43.4,80.5,44.4,3.37
Soybean,Central Valley,Silt Loam,Kharif,6.24,23.6,1061.9,76.2,827.4,70.6,1.67,20.1,75.7,31.0,56.7,1.91
Corn,Great Plains,Clay,Rabi,6.96,26.3,1119.9,49.8,129.0,137.7,4.53,11.7,46.7,31.0,90.7,4.25
Wheat,Central Valley,Black Soil,Autumn,5.44,34.6,1007.0,54.7,786.8,114.1,3.12,3.5,168.2,31.0,51.2,3.13
Tomato,Central Valley,Clay,Kharif,6.92,31.7,1614.2,83.3,692.9,116.3,18.06,31.4,105.8,44.6,36.8,17.23
Rice,Midwest,Black Soil,Kharif,5.5,32.3,609.2,46.2,470.0,225.0,3.08,4.3,141.2,25.7,113.2,3.24
Wheat,Central Valley,Sandy Loam,Rabi,6.74,16.4,1081.5,42.8,208.0,61.1,3.02,38.6,61.8,24.3,106.2,3.0
Cotton,Southeast,Black Soil,Summer,6.56,30.2,1384.5,48.1,584.8,59.7,2.15,23.7,177.6,24.5,48.7,1.9
Tomato,Great Plains,Alluvial,Spring,7.38,33.8,1026.6,72.4,515.7,230.9,15.0,28.0,120.8,73.6,60.5,16.57
Corn,Delta Region,Silt Loam,Rabi,6.7,32.1,650.0,70.0,394.0,118.6,4.94,25.7,124.6,43.9,57.6,4.86
Corn,Central Valley,Sandy Loam,Spring,5.25,24.7,1275.8,47.4,792.2,231.8,5.69,10.7,144.9,60.4,50.2,4.42
Wheat,Midwest,Loamy,Rabi,5.96,24.0,1383.7,58.6,263.8,80.0,2.81,45.3,174.3,32.2,34.6,2.88
Soybean,Central Valley,Sandy Loam,Summer,6.6,23.7,1297.5,61.7,578.6,131.6,2.12,3.6,111.8,48.4,113.4,2.21
Cotton,Great Plains,Loamy,Summer,6.13,26.1,366.0,45.1,695.5,179.2,2.07,17.2,48.4,50.7,83.1,1.97
Corn,Central Valley,Silt Loam,Spring,7.04,22.9,823.5,58.4,741.0,184.7,4.38,17.4,163.7,68.1,63.3,4.66
Tomato,Central Valley,Alluvial,Autumn,6.9,17.3,1753.8,86.6,402.3,201.9,15.75,36.7,101.6,65.6,46.7,17.72
Wheat,Midwest,Loamy,Autumn,6.38,16.8,789.2,87.7,255.6,180.9,2.43,19.8,98.5,72.8,35.2,3.07
Tomato,Delta Region,Sandy Loam,Rabi,5.4,33.2,735.0,64.1,152.9,157.7,23.46,1.0,177.4,79.7,69.3,18.66
Rice,Pacific Northwest,Silt Loam,Summer,8.14,33.0,1735.7,52.9,546.9,254.5,3.69,31.2,154.0,38.1,86.5,3.29
Tomato,Midwest,Alluvial,Autumn,6.04,27.9,1650.1,51.3,117.8,161.2,17.51,26.5,85.9,50.6,69.9,19.24
Soybean,Great Plains,Loamy,Autumn,7.79,18.1,564.6,51.2,726.8,252.6,1.47,15.7,74.8,78.4,112.6,1.95
Soybean,Delta Region,Black Soil,Summer,6.4,27.3,783.7,52.1,598.4,268.2,1.73,21.2,132.8,69.2,112.6,2.1
Rice,Great Plains,Silt Loam,Spring,6.62,16.6,1709.5,45.9,288.5,252.2,3.56,8.5,108.9,82.1,78.8,3.62
Potato,Great Plains,Clay,Summer,7.61,22.7,1217.1,69.7,782.6,73.2,11.02,12.9,51.5,66.6,35.0,12.04
Potato,Great Plains,Loamy,Rabi,5.21,19.6,543.6,89.2,393.4,207.7,18.9,49.6,155.7,40.0,77.2,15.12
Rice,Midwest,Sandy Loam,Summer,8.19,17.6,407.3,40.0,838.0,231.6,3.91,5.9,165.6,72.7,69.0,3.36
Corn,Delta Region,Sandy Loam,Autumn,5.42,28.3,551.0,63.1,781.9,86.2,4.89,42.0,148.7,51.0,69.6,4.41
Wheat,Pacific Northwest,Sandy Loam,Kharif,6.22,19.3,1035.4,62.6,861.4,120.5,2.89,20.3,131.5,72.0,61.8,3.09
Wheat,Southeast,Alluvial,Summer,6.58,30.1,403.4,42.9,800.1,84.0,4.07,11.3,179.8,23.8,92.3,3.41
Corn,Southeast,Alluvial,Summer,7.36,24.7,527.8,72.2,854.1,177.0,5.1,29.4,122.3,80.6,41.0,4.63
Potato,Pacific Northwest,Loamy,Summer,5.77,17.3,395.5,82.7,301.7,92.9,12.42,8.7,109.7,61.1,59.7,13.39
Soybean,Southeast,Silt Loam,Rabi,7.44,30.1,1304.7,87.9,701.2,249.7,2.69,41.0,65.8,75.8,36.4,2.34
Corn,Great Plains,Loamy,Spring,6.2,16.8,553.5,65.6,496.3,113.9,4.38,43.9,68.3,27.6,23.8,4.42
Rice,Pacific Northwest,Sandy Loam,Summer,6.32,16.1,1050.1,81.2,500.9,98.5,3.09,40.2,86.6,61.1,93.7,3.4
Tomato,Southeast,Black Soil,Spring,8.18,28.2,1237.7,61.7,859.9,234.1,20.38,44.6,103.7,65.3,74.7,17.1
Tomato,Great Plains,Loamy,Summer,6.42,28.5,1498.2,63.7,802.6,263.7,16.73,17.3,168.0,57.6,43.1,17.73
Corn,Delta Region,Clay,Spring,7.87,33.0,1534.3,73.4,563.7,140.8,4.3,14.0,40.6,31.0,42.2,3.93
Cotton,Great Plains,Clay,Spring,5.34,17.5,1514.8,66.8,819.6,266.2,2.37,1.1,42.3,75.8,93.3,1.82
Cotton,Pacific Northwest,Sandy Loam,Autumn,6.69,27.6,1124.4,67.6,723.7,246.7,1.7,33.5,169.6,42.2,92.6,1.74
Wheat,Delta Region,Alluvial,Rabi,6.49,22.6,706.1,64.0,179.6,264.1,3.56,1.7,142.3,26.8,49.2,3.52
Corn,Great Plains,Clay,Spring,5.69,18.0,1701.0,55.5,533.9,176.2,4.15,11.0,49.6,83.8,107.3,4.21
Cotton,Central Valley,Clay,Kharif,7.58,34.9,1749.5,45.7,461.0,77.9,2.18,39.2,147.2,69.6,66.5,1.7
Rice,Great Plains,Alluvial,Autumn,5.45,31.8,862.2,59.4,251.4,267.3,2.74,14.6,141.5,78.8,82.0,3.52
Cotton,Central Valley,Loamy,Rabi,5.68,32.3,1125.5,63.9,839.8,195.3,1.62,8.1,44.2,74.7,99.3,1.65
Potato,Central Valley,Black Soil,Spring,5.77,28.7,1471.5,77.4,153.5,278.4,10.22,11.4,71.7,61.0,111.3,12.67
Potato,Delta Region,Silt Loam,Spring,6.31,34.0,402.8,49.4,556.8,53.9,11.87,16.8,133.0,41.1,53.9,12.99
Soybean,Central Valley,Sandy Loam,Spring,7.73,27.9,1164.0,45.8,208.6,163.7,2.2,5.2,179.5,65.8,54.1,2.01
Tomato,Central Valley,Alluvial,Summer,6.81,24.5,406.5,45.3,851.2,202.9,16.9,13.1,179.8,63.7,101.6,18.97
Wheat,Southeast,Sandy Loam,Spring,8.13,23.3,1072.5,76.9,425.5,56.0,3.25,49.1,79.9,27.9,29.3,2.99
Wheat,Delta Region,Black Soil,Autumn,6.29,17.9,733.1,56.7,810.7,92.0,4.15,42.7,69.7,71.0,43.2,3.42
Corn,Southeast,Black Soil,Autumn,5.44,30.3,1706.1,83.5,536.9,258.5,5.72,45.7,132.1,22.0,60.4,4.81
Rice,Southeast,Silt Loam,Kharif,6.01,17.0,449.7,87.4,570.6,74.6,3.29,33.2,106.8,47.8,56.1,3.2
Tomato,Central Valley,Sandy Loam,Rabi,6.88,31.9,468.9,48.4,618.8,180.9,17.49,30.0,161.3,59.2,21.7,18.46
Wheat,Pacific Northwest,Alluvial,Rabi,8.07,33.3,1089.0,89.5,104.2,170.3,3.14,9.3,78.3,70.6,97.6,3.1
Wheat,Great Plains,Black Soil,Rabi,5.83,29.3,629.1,66.4,375.4,143.0,2.5,3.9,122.7,78.8,48.8,2.75
Wheat,Delta Region,Loamy,Spring,7.02,16.0,516.2,69.5,697.4,209.0,2.6,13.5,120.7,72.0,78.0,3.15
Soybean,Midwest,Clay,Kharif,5.95,16.9,454.7,59.7,872.2,113.6,2.49,12.3,55.8,15.2,41.0,2.15
Rice,Pacific Northwest,Loamy,Spring,5.82,18.9,1400.3,79.3,795.0,124.8,2.32,6.2,97.6,61.2,88.0,2.95
Potato,Pacific Northwest,Clay,Rabi,6.26,33.4,1594.3,73.1,491.9,268.3,15.45,11.1,101.2,32.6,63.3,13.92
Wheat,Central Valley,Loamy,Spring,5.81,18.2,766.5,54.2,241.6,226.9,3.79,26.7,106.3,68.4,26.5,3.37
Potato,Southeast,Sandy Loam,Rabi,7.27,21.5,1041.4,59.5,228.4,100.7,15.98,23.0,166.7,16.2,43.4,15.28
Potato,Great Plains,Clay,Autumn,8.0,18.2,1395.8,66.1,651.9,112.5,10.63,26.0,132.2,71.0,94.6,11.65
Rice,Central Valley,Black Soil,Kharif,6.05,32.2,1448.7,73.4,544.8,191.1,3.51,12.8,151.9,52.1,38.3,3.43
Potato,Delta Region,Loamy,Rabi,6.18,29.8,1153.1,68.4,101.2,94.5,15.26,48.0,55.2,36.4,96.4,13.92
Corn,Pacific Northwest,Sandy Loam,Autumn,6.41,32.8,1222.3,68.2,176.9,158.5,4.13,10.8,67.5,32.1,24.6,4.23
Corn,Southeast,Silt Loam,Rabi,6.68,24.6,1165.5,74.5,182.6,256.1,3.85,27.1,72.4,75.7,40.5,4.33
Potato,Delta Region,Alluvial,Kharif,8.17,27.0,1391.7,51.0,271.6,135.3,15.98,6.0,45.1,15.8,78.7,13.05
Rice,Southeast,Alluvial,Autumn,7.88,17.9,1689.2,70.6,174.8,107.6,4.18,44.6,123.8,67.2,113.8,3.76
Wheat,Central Valley,Silt Loam,Summer,7.17,29.9,359.2,82.1,753.7,99.8,2.37,27.5,97.7,38.2,28.9,2.6
Tomato,Midwest,Black Soil,Summer,7.29,34.7,1442.3,67.8,231.4,219.9,21.22,1.0,177.3,55.0,86.7,18.13
Wheat,Midwest,Clay,Rabi,7.4,19.9,653.2,46.6,468.7,202.2,2.98,37.1,71.6,24.4,31.8,3.12
Soybean,Midwest,Sandy Loam,Summer,6.5,29.8,1558.7,48.0,402.5,89.4,2.46,41.9,44.9,27.3,104.3,2.15
Potato,Central Valley,Loamy,Rabi,5.66,18.2,682.4,80.6,312.9,169.7,13.2,11.4,117.7,62.4,115.0,14.87
Tomato,Delta Region,Sandy Loam,Spring,8.19,26.7,1172.6,87.7,439.9,190.5,22.7,8.7,151.3,34.5,46.0,19.23
Wheat,Pacific Northwest,Loamy,Rabi,6.33,26.7,1694.5,83.7,192.3,209.7,3.24,20.9,166.1,31.1,90.0,3.07
Cotton,Central Valley,Black Soil,Spring,7.15,30.2,1534.2,42.6,243.8,251.4,1.58,20.3,151.9,31.8,25.1,1.8
Cotton,Delta Region,Black Soil,Kharif,6.86,22.8,1129.5,53.0,365.7,81.3,1.91,12.8,65.0,44.9,105.0,1.96
Wheat,Midwest,Clay,Kharif,7.07,17.4,1395.3,67.3,690.2,124.0,3.51,26.4,63.0,34.3,104.7,2.95
Rice,Central Valley,Loamy,Kharif,7.27,33.3,1398.5,44.2,231.9,220.7,4.4,39.0,129.2,20.7,88.8,3.83
Potato,Central Valley,Silt Loam,Autumn,5.37,28.6,1754.5,41.3,219.8,131.3,13.66,32.7,93.1,23.1,111.4,12.66
Soybean,Southeast,Sandy Loam,Summer,6.84,19.0,1318.8,67.0,329.7,170.1,2.86,8.8,147.5,25.5,102.4,2.65
Corn,Delta Region,Black Soil,Kharif,6.61,26.1,1027.6,42.2,139.1,202.3,5.02,16.4,164.0,41.5,83.7,4.96
Rice,Southeast,Alluvial,Autumn,5.65,23.6,528.3,60.6,738.2,167.7,4.1,14.5,178.7,40.9,24.9,4.06
Corn,Midwest,Black Soil,Spring,6.86,16.8,1031.2,60.3,292.3,188.5,4.38,36.8,126.0,47.2,55.5,4.8
Rice,Delta Region,Alluvial,Autumn,5.39,21.4,418.1,46.1,413.3,242.0,3.93,10.1,57.4,53.9,72.9,3.74
Rice,Southeast,Alluvial,Summer,7.13,26.9,1036.8,84.0,299.2,94.6,4.18,48.1,140.5,28.1,84.8,4.05
Potato,Southeast,Clay,Rabi,5.62,24.0,1333.0,76.3,517.4,198.4,16.32,34.0,133.4,36.5,49.8,14.47
Rice,Midwest,Silt Loam,Rabi,7.38,26.6,660.1,55.5,722.6,68.9,3.48,19.0,162.3,72.5,49.2,3.41
Soybean,Great Plains,Clay,Summer,6.32,21.8,1616.5,49.3,730.9,215.9,2.35,47.4,91.7,53.0,38.7,2.17
Wheat,Pacific Northwest,Loamy,Kharif,6.12,31.8,1601.5,65.6,868.0,172.0,3.42,24.0,168.3,16.6,42.6,3.28
Rice,Southeast,Clay,Autumn,6.76,32.6,749.4,76.3,207.4,190.3,3.8,35.2,137.6,62.2,54.0,3.79
Corn,Pacific Northwest,Alluvial,Kharif,6.07,20.1,663.4,88.5,759.2,94.7,3.85,49.7,113.7,56.1,108.3,4.08
Rice,Great Plains,Alluvial,Rabi,7.62,17.8,1381.4,62.7,473.2,252.1,4.2,40.5,57.3,18.4,117.6,3.95
Wheat,Delta Region,Loamy,Rabi,5.6,28.9,1799.2,42.0,425.3,58.0,3.06,25.1,50.8,20.9,95.0,2.78
Cotton,Delta Region,Silt Loam,Summer,5.49,35.2,1594.6,78.9,676.2,170.6,1.39,49.6,41.2,78.8,40.9,1.44
Rice,Central Valley,Black Soil,Kharif,6.45,27.0,1564.5,66.2,110.5,208.3,4.31,17.4,86.7,59.6,69.7,4.26
Soybean,Southeast,Black Soil,Kharif,7.92,34.3,1629.3,74.0,413.4,190.2,2.37,48.1,88.4,77.0,27.6,2.05
Tomato,Central Valley,Loamy,Autumn,6.93,18.2,773.8,51.6,523.9,128.9,18.02,32.3,43.7,24.8,119.7,17.3
Wheat,Midwest,Alluvial,Rabi,7.02,26.1,456.6,62.6,368.2,146.2,3.54,47.1,52.9,80.4,89.5,3.29
Cotton,Pacific Northwest,Sandy Loam,Rabi,6.42,30.9,1552.9,71.5,722.4,127.6,1.93,26.5,108.9,42.7,63.5,1.72
Cotton,Pacific Northwest,Loamy,Autumn,5.55,18.6,1481.4,40.9,133.7,94.4,1.22,35.0,178.6,51.4,40.3,1.54
Potato,Great Plains,Black Soil,Kharif,7.49,23.7,1343.1,43.6,852.2,99.0,13.46,41.1,173.4,68.7,45.4,12.68
Corn,Southeast,Loamy,Spring,5.75,27.4,1053.8,82.4,439.6,179.1,5.08,25.9,166.3,58.5,118.4,4.78
Cotton,Southeast,Sandy Loam,Kharif,6.11,27.1,1501.0,89.3,724.2,128.8,2.09,6.7,73.2,75.4,111.3,1.85
Soybean,Delta Region,Clay,Spring,5.9,23.5,1399.6,42.7,633.6,153.9,2.43,3.3,137.2,57.4,24.7,2.04
Corn,Delta Region,Black Soil,Kharif,6.06,19.6,372.9,89.8,893.5,184.1,5.44,40.4,63.2,67.9,90.6,4.88
Tomato,Pacific Northwest,Silt Loam,Autumn,6.33,31.6,779.8,67.6,583.7,188.1,17.0,29.1,142.2,62.5,118.1,18.33
Potato,Central Valley,Black Soil,Summer,7.55,27.6,1273.3,68.4,217.5,180.0,10.64,8.1,81.2,69.1,108.7,12.35
Tomato,Delta Region,Clay,Rabi,5.53,32.8,1520.3,51.2,724.4,228.5,15.22,44.6,100.2,54.5,116.1,14.1
Rice,Great Plains,Black Soil,Kharif,6.62,24.0,520.7,78.2,877.9,57.0,2.93,49.5,101.9,67.4,51.0,3.64
Soybean,Midwest,Black Soil,Autumn,7.21,28.0,874.6,52.2,860.1,81.9,1.99,11.8,165.6,68.0,103.6,2.23
Corn,Central Valley,Sandy Loam,Spring,5.55,18.8,1358.0,70.5,373.1,176.3,4.23,44.5,158.9,25.3,79.1,3.79
Corn,Delta Region,Alluvial,Rabi,6.0,31.7,904.5,58.9,425.5,66.7,3.83,22.3,156.1,16.0,68.2,4.49
Potato,Central Valley,Alluvial,Rabi,7.62,22.3,838.4,86.2,196.1,244.0,14.16,38.6,148.8,42.9,34.9,14.12
Tomato,Southeast,Black Soil,Summer,5.32,16.6,1740.9,63.9,279.0,51.5,18.43,31.7,159.3,45.4,59.1,16.35
Potato,Central Valley,Loamy,Kharif,7.49,26.1,458.8,73.4,751.5,127.0,16.93,41.9,175.7,74.8,24.8,15.51
Rice,Great Plains,Black Soil,Kharif,6.04,21.9,1229.5,82.9,357.1,154.2,3.59,31.0,148.3,75.4,72.2,3.41
Cotton,Delta Region,Silt Loam,Spring,5.35,23.4,1274.4,53.5,816.6,151.3,1.69,31.7,123.8,42.4,25.8,1.64
Potato,Midwest,Alluvial,Spring,6.43,18.6,548.9,41.0,738.9,221.5,12.4,38.4,108.9,58.8,67.4,13.9
